transactions_id,sale_date,sale_time,customer_id,gender,category,quantiy,price_per_unit,total_sale
177,24-03-2023,8:40:00,30,Male,Beauty,2,50,100
426,13-12-2023,8:11:00,137,Male,Electronics,3,50,150
1177,20-02-2023,9:19:00,89,Male,Beauty,2,50,100
1426,12-12-2023,11:32:00,114,Male,Electronics,3,50,150
76,09-09-2023,7:33:00,70,Female,Electronics,2,50,100
91,14-04-2023,6:31:00,152,Female,Electronics,1,500,500
461,18-07-2023,10:33:00,21,Female,Beauty,2,500,1000
764,07-11-2023,8:46:00,47,Female,Clothing,1,25,25
1076,14-07-2023,11:09:00,99,Female,Electronics,2,50,100
1091,15-07-2023,8:46:00,139,Female,Electronics,1,500,500
1461,01-05-2023,8:43:00,63,Female,Beauty,2,500,1000
1764,02-11-2023,11:04:00,13,Female,Clothing,1,25,25
202,25-01-2023,6:24:00,61,Female,Clothing,4,300,1200
301,30-07-2023,10:58:00,104,Male,Clothing,4,30,120
703,31-07-2023,9:56:00,140,Male,Electronics,2,50,100
1202,13-11-2023,6:56:00,89,Female,Clothing,4,300,1200
1301,24-09-2023,9:58:00,70,Male,Clothing,4,30,120
1703,10-06-2023,8:36:00,2,Male,Electronics,2,50,100
294,09-10-2023,9:24:00,89,Female,Clothing,3,30,90
760,26-06-2023,7:59:00,14,Male,Beauty,1,500,500
1294,24-01-2023,11:24:00,8,Female,Clothing,3,30,90
1760,23-08-2023,7:26:00,44,Male,Beauty,1,500,500
575,12-12-2023,10:29:00,14,Male,Clothing,2,50,100
1575,28-07-2023,11:54:00,26,Male,Clothing,2,50,100
88,16-02-2023,8:31:00,122,Male,Clothing,1,500,500
1088,14-09-2023,7:00:00,6,Male,Clothing,1,500,500
975,09-01-2023,7:41:00,145,Female,Clothing,4,50,200
1975,21-08-2023,10:48:00,63,Female,Clothing,4,50,200
553,20-03-2023,6:17:00,106,Male,Clothing,4,300,1200
1553,29-01-2023,8:46:00,42,Male,Clothing,4,300,1200
462,26-08-2023,10:04:00,71,Male,Electronics,4,300,1200
614,13-02-2023,6:28:00,61,Female,Beauty,4,300,1200
808,22-11-2023,7:18:00,30,Male,Beauty,4,500,2000
1462,13-11-2023,10:42:00,124,Male,Electronics,4,300,1200
1614,23-08-2023,11:37:00,135,Female,Beauty,4,300,1200
1808,12-02-2023,10:48:00,109,Male,Beauty,4,500,2000
166,28-01-2023,11:42:00,32,Male,Clothing,4,500,2000
465,22-02-2023,11:52:00,40,Female,Electronics,3,50,150
502,22-07-2023,11:00:00,31,Male,Electronics,3,50,150
905,01-10-2023,6:27:00,96,Male,Beauty,1,300,300
1166,19-07-2023,7:45:00,65,Male,Clothing,4,500,2000
1465,17-04-2023,9:36:00,131,Female,Electronics,3,50,150
1502,08-04-2023,8:30:00,152,Male,Electronics,3,50,150
1905,29-08-2023,6:07:00,26,Male,Beauty,1,300,300
280,17-11-2023,9:35:00,76,Female,Clothing,3,500,1500
719,02-07-2023,7:19:00,37,Female,Clothing,2,30,60
834,26-11-2023,6:55:00,13,Female,Beauty,2,30,60
1280,24-08-2023,9:15:00,116,Female,Clothing,3,500,1500
1719,28-12-2023,7:29:00,4,Female,Clothing,2,30,60
1834,14-04-2023,6:53:00,102,Female,Beauty,2,30,60
891,09-01-2023,6:43:00,24,Male,Electronics,3,300,900
928,05-11-2023,10:20:00,54,Female,Clothing,4,300,1200
1891,22-12-2023,6:11:00,81,Male,Electronics,3,300,900
1928,29-07-2023,6:39:00,93,Female,Clothing,4,300,1200
332,24-04-2023,11:28:00,138,Male,Electronics,4,300,1200
1332,04-12-2023,10:02:00,146,Male,Electronics,4,300,1200
255,15-10-2023,11:44:00,19,Male,Clothing,1,30,30
275,05-03-2023,11:34:00,2,Male,Clothing,2,500,1000
314,15-10-2023,7:37:00,1,Male,Clothing,4,30,120
517,20-08-2023,8:54:00,3,Female,Clothing,4,25,100
847,10-01-2023,8:42:00,2,Female,Electronics,4,300,1200
1255,20-01-2023,7:08:00,4,Male,Clothing,1,30,30
1275,02-03-2023,8:48:00,5,Male,Clothing,2,500,1000
1314,23-05-2023,10:26:00,2,Male,Clothing,4,30,120
1517,21-02-2023,8:46:00,2,Female,Clothing,4,25,100
1847,28-07-2023,7:14:00,5,Female,Electronics,4,300,1200
61,07-07-2023,11:47:00,4,Male,Beauty,4,50,200
274,14-04-2023,7:12:00,4,Female,Clothing,2,500,1000
486,02-12-2023,9:47:00,4,Female,Electronics,1,25,25
548,14-04-2023,7:00:00,4,Female,Clothing,2,30,60
886,11-12-2023,11:25:00,4,Male,Electronics,3,300,900
892,13-09-2023,11:39:00,1,Male,Electronics,1,50,50
1061,18-09-2023,7:56:00,3,Male,Beauty,4,50,200
1274,06-10-2023,9:01:00,2,Female,Clothing,2,500,1000
1486,22-11-2023,8:58:00,4,Female,Electronics,1,25,25
1548,13-01-2023,8:15:00,1,Female,Clothing,2,30,60
1886,26-07-2023,11:51:00,1,Male,Electronics,3,300,900
1892,01-10-2023,7:22:00,3,Male,Electronics,1,50,50
601,05-06-2023,9:23:00,5,Male,Clothing,1,30,30
901,02-08-2023,6:38:00,2,Male,Electronics,1,30,30
1601,14-09-2023,11:48:00,1,Male,Clothing,1,30,30
1901,29-11-2023,11:05:00,4,Male,Electronics,1,30,30
527,21-04-2023,11:35:00,1,Male,Clothing,2,25,50
1527,29-09-2023,8:30:00,1,Male,Clothing,2,25,50
23,28-09-2023,7:05:00,4,Female,Clothing,4,30,120
174,15-11-2023,6:07:00,2,Female,Beauty,1,300,300
589,08-07-2023,7:11:00,5,Female,Beauty,2,500,1000
774,06-11-2023,9:04:00,2,Female,Clothing,2,25,50
1000,01-04-2023,10:22:00,1,Male,Electronics,4,30,120
1023,23-05-2023,8:40:00,5,Female,Clothing,4,30,120
1174,17-05-2023,6:55:00,2,Female,Beauty,1,300,300
1589,01-07-2023,6:30:00,5,Female,Beauty,2,500,1000
1774,09-03-2023,6:48:00,2,Female,Clothing,2,25,50
2000,31-03-2023,6:38:00,4,Male,Electronics,4,30,120
210,07-10-2023,8:50:00,2,Male,Electronics,4,50,200
478,24-07-2023,11:13:00,3,Female,Clothing,2,30,60
745,14-08-2023,7:30:00,3,Male,Beauty,2,50,100
1210,10-03-2023,10:02:00,5,Male,Electronics,4,50,200
1478,31-08-2023,9:18:00,1,Female,Clothing,2,30,60
1745,28-09-2023,10:38:00,4,Male,Beauty,2,50,100
354,16-12-2023,7:58:00,5,Female,Beauty,4,50,200
408,22-12-2023,8:18:00,4,Female,Beauty,1,500,500
1354,17-09-2023,9:34:00,5,Female,Beauty,4,50,200
1408,28-08-2023,8:17:00,2,Female,Beauty,1,500,500
674,30-03-2023,11:10:00,2,Female,Clothing,1,300,300
1674,22-11-2023,9:21:00,1,Female,Clothing,1,300,300
967,04-08-2023,10:13:00,4,Male,Beauty,1,25,25
1967,23-02-2023,8:28:00,4,Male,Beauty,1,25,25
79,13-04-2023,10:15:00,1,Male,Beauty,1,300,300
406,01-04-2023,11:50:00,3,Female,Beauty,4,25,100
450,01-12-2023,6:35:00,2,Female,Beauty,2,25,50
562,09-11-2023,9:26:00,3,Male,Electronics,2,25,50
1079,21-08-2023,6:45:00,1,Male,Beauty,1,300,300
1406,22-06-2023,8:45:00,2,Female,Beauty,4,25,100
1450,16-07-2023,8:52:00,1,Female,Beauty,2,25,50
1562,26-11-2023,10:21:00,5,Male,Electronics,2,25,50
108,24-01-2023,9:38:00,5,Female,Beauty,3,25,75
111,15-04-2023,9:45:00,5,Female,Electronics,3,500,1500
207,06-08-2023,8:34:00,3,Female,Beauty,2,25,50
724,14-06-2023,6:56:00,3,Male,Clothing,3,50,150
836,21-06-2023,6:32:00,2,Female,Clothing,1,50,50
969,27-11-2023,11:47:00,2,Female,Clothing,3,300,900
1108,08-07-2023,10:27:00,1,Female,Beauty,3,25,75
1111,30-04-2023,21:34:00,2,Female,Electronics,3,500,1500
1207,30-06-2023,21:48:00,3,Female,Beauty,2,25,50
1724,15-09-2023,20:53:00,4,Male,Clothing,3,50,150
1836,13-02-2023,17:19:00,3,Female,Clothing,1,50,50
1969,05-03-2023,19:34:00,4,Female,Clothing,3,300,900
246,07-12-2023,20:05:00,4,Female,Electronics,2,25,50
298,05-10-2023,19:05:00,3,Male,Beauty,4,300,1200
374,27-10-2023,17:45:00,4,Female,Beauty,3,25,75
572,13-12-2023,18:33:00,5,Male,Clothing,4,500,2000
665,03-10-2023,22:49:00,1,Male,Clothing,1,50,50
1246,26-04-2023,22:54:00,3,Female,Electronics,2,25,50
1298,02-05-2023,19:51:00,1,Male,Beauty,4,300,1200
1374,23-03-2023,22:03:00,3,Female,Beauty,3,25,75
1572,18-06-2023,22:20:00,1,Male,Clothing,4,500,2000
1665,01-11-2023,19:38:00,4,Male,Clothing,1,50,50
39,11-07-2023,22:44:00,5,Male,Clothing,4,30,120
893,29-04-2023,18:52:00,1,Male,Electronics,1,50,50
1039,03-12-2023,20:01:00,1,Male,Clothing,4,30,120
1893,25-02-2023,17:04:00,3,Male,Electronics,1,50,50
17,25-02-2023,21:08:00,3,Female,Clothing,4,25,100
316,01-02-2023,17:25:00,3,Female,Clothing,2,25,50
755,27-11-2023,20:07:00,1,Female,Clothing,3,25,75
1017,05-09-2023,18:41:00,2,Female,Clothing,4,25,100
1316,21-07-2023,17:11:00,1,Female,Clothing,2,25,50
1755,23-05-2023,21:47:00,2,Female,Clothing,3,25,75
28,11-12-2023,22:34:00,3,Female,Beauty,1,500,500
98,09-04-2023,19:41:00,1,Female,Beauty,2,50,100
129,17-04-2023,17:42:00,1,Female,Beauty,2,300,600
230,26-03-2023,17:44:00,5,Male,Beauty,1,25,25
613,08-05-2023,17:23:00,2,Female,Clothing,3,30,90
691,12-05-2023,21:09:00,5,Female,Clothing,3,30,90
693,08-06-2023,17:12:00,1,Male,Beauty,3,500,1500
1028,09-03-2023,18:09:00,1,Female,Beauty,1,500,500
1098,06-07-2023,22:34:00,3,Female,Beauty,2,50,100
1129,08-09-2023,21:46:00,1,Female,Beauty,2,300,600
1230,04-12-2023,21:24:00,1,Male,Beauty,1,25,25
1613,14-12-2023,21:58:00,4,Female,Clothing,3,30,90
1691,07-01-2023,20:01:00,1,Female,Clothing,3,30,90
1693,20-02-2023,18:21:00,1,Male,Beauty,3,500,1500
477,03-12-2023,17:24:00,3,Male,Clothing,4,30,120
863,12-11-2023,22:40:00,4,Female,Electronics,2,25,50
1477,08-01-2023,21:59:00,3,Male,Clothing,4,30,120
1863,26-05-2023,22:33:00,4,Female,Electronics,2,25,50
6,15-11-2023,22:16:00,2,Female,Beauty,1,30,30
483,06-02-2023,17:25:00,2,Male,Clothing,1,30,30
738,05-02-2023,18:24:00,5,Male,Clothing,2,50,100
1006,29-10-2023,19:23:00,2,Female,Beauty,1,30,30
1483,05-03-2023,19:53:00,1,Male,Clothing,1,30,30
1738,12-11-2023,21:33:00,1,Male,Clothing,2,50,100
222,07-01-2023,18:56:00,4,Male,Clothing,4,30,120
588,18-10-2023,17:54:00,5,Male,Electronics,2,30,60
953,02-07-2023,17:58:00,1,Male,Beauty,3,30,90
1222,17-09-2023,18:15:00,3,Male,Clothing,4,30,120
1588,25-06-2023,21:29:00,4,Male,Electronics,2,30,60
1953,15-05-2023,17:34:00,3,Male,Beauty,3,30,90
66,18-06-2023,22:49:00,3,Female,Electronics,1,30,30
482,12-08-2023,18:57:00,3,Female,Clothing,4,300,1200
903,27-07-2023,22:14:00,3,Female,Beauty,4,50,200
1066,06-10-2023,18:11:00,4,Female,Electronics,1,30,30
1482,10-02-2023,22:22:00,1,Female,Clothing,4,300,1200
1903,27-07-2023,21:44:00,5,Female,Beauty,4,50,200
102,17-04-2023,21:34:00,5,Female,Beauty,2,25,50
228,03-04-2023,20:26:00,4,Female,Electronics,2,30,60
236,01-04-2023,22:18:00,5,Female,Clothing,1,25,25
1102,21-08-2023,18:04:00,5,Female,Beauty,2,25,50
1228,24-06-2023,21:37:00,5,Female,Electronics,2,30,60
1236,09-08-2023,18:19:00,4,Female,Clothing,1,25,25
660,29-07-2023,18:46:00,2,Female,Beauty,2,500,1000
884,18-02-2023,20:31:00,1,Female,Clothing,2,30,60
987,08-11-2023,18:45:00,1,Female,Clothing,3,300,900
1660,23-09-2023,20:27:00,2,Female,Beauty,2,500,1000
1884,09-07-2023,21:45:00,2,Female,Clothing,2,30,60
1987,26-05-2023,18:18:00,2,Female,Clothing,3,300,900
18,06-09-2023,19:13:00,5,Female,Electronics,2,25,50
69,14-11-2023,22:44:00,1,Female,Beauty,3,25,75
995,04-03-2023,22:38:00,4,Female,Clothing,1,30,30
1018,06-07-2023,19:13:00,4,Female,Electronics,2,25,50
1069,13-10-2023,19:05:00,2,Female,Beauty,3,25,75
1995,10-12-2023,22:18:00,5,Female,Clothing,1,30,30
337,22-08-2023,17:56:00,1,Male,Clothing,1,500,500
585,06-06-2023,21:49:00,3,Female,Clothing,1,25,25
652,31-10-2023,17:05:00,4,Female,Beauty,2,50,100
1337,21-07-2023,19:56:00,2,Male,Clothing,1,500,500
1585,05-10-2023,20:00:00,2,Female,Clothing,1,25,25
1652,16-11-2023,20:00:00,2,Female,Beauty,2,50,100
242,01-10-2023,18:28:00,1,Male,Clothing,1,25,25
293,27-05-2023,19:04:00,4,Male,Electronics,3,30,90
460,01-05-2023,23:00:00,2,Male,Beauty,1,50,50
1242,27-11-2023,18:32:00,5,Male,Clothing,1,25,25
1293,01-07-2023,18:52:00,3,Male,Electronics,3,30,90
1460,25-01-2023,19:42:00,4,Male,Beauty,1,50,50
188,31-08-2023,18:50:00,3,Male,Clothing,3,25,75
357,18-05-2023,18:57:00,4,Female,Electronics,3,25,75
646,26-05-2023,21:02:00,3,Male,Clothing,3,30,90
749,26-07-2023,20:33:00,2,Male,Beauty,1,30,30
974,28-12-2023,18:39:00,3,Male,Beauty,1,30,30
1188,04-06-2023,22:43:00,2,Male,Clothing,3,25,75
1357,20-03-2023,19:14:00,3,Female,Electronics,3,25,75
1646,18-01-2023,19:43:00,1,Male,Clothing,3,30,90
1749,07-05-2023,19:55:00,2,Male,Beauty,1,30,30
1974,19-02-2023,20:20:00,3,Male,Beauty,1,30,30
190,25-01-2023,17:56:00,2,Female,Beauty,3,30,90
849,25-06-2023,19:33:00,5,Male,Clothing,2,25,50
853,14-05-2023,22:29:00,3,Male,Beauty,2,500,1000
1190,29-09-2023,21:00:00,4,Female,Beauty,3,30,90
1849,21-07-2023,22:42:00,1,Male,Clothing,2,25,50
1853,29-05-2023,18:39:00,2,Male,Beauty,2,500,1000
252,05-05-2023,17:37:00,1,Male,Electronics,1,300,300
606,13-06-2023,20:19:00,2,Male,Electronics,1,50,50
779,15-05-2023,19:19:00,3,Female,Electronics,2,500,1000
824,25-02-2023,19:10:00,3,Male,Clothing,4,30,120
866,06-07-2023,18:16:00,4,Male,Electronics,1,50,50
1252,30-12-2023,20:18:00,5,Male,Electronics,1,300,300
1606,19-10-2023,19:52:00,2,Male,Electronics,1,50,50
1779,02-01-2023,19:45:00,3,Female,Electronics,2,500,1000
1824,24-01-2023,20:19:00,4,Male,Clothing,4,30,120
1866,17-08-2023,22:38:00,5,Male,Electronics,1,50,50
5,05-09-2023,22:10:00,3,Male,Beauty,2,50,100
90,10-09-2023,17:53:00,3,Female,Electronics,1,30,30
380,30-08-2023,22:26:00,2,Male,Electronics,2,300,600
593,18-01-2023,22:05:00,2,Male,Electronics,2,30,60
820,17-02-2023,22:49:00,1,Male,Electronics,4,50,200
1005,12-08-2023,20:38:00,2,Male,Beauty,2,50,100
1090,18-02-2023,19:54:00,4,Female,Electronics,1,30,30
1380,09-02-2023,19:45:00,3,Male,Electronics,2,300,600
1593,24-02-2023,22:39:00,5,Male,Electronics,2,30,60
1820,13-05-2023,21:31:00,1,Male,Electronics,4,50,200
120,31-03-2023,19:35:00,4,Male,Beauty,1,50,50
221,27-11-2023,21:01:00,3,Male,Beauty,2,300,600
341,20-01-2023,17:06:00,5,Male,Clothing,4,50,200
640,25-12-2023,20:05:00,3,Female,Electronics,4,30,120
744,23-05-2023,18:02:00,1,Male,Electronics,1,25,25
1120,02-03-2023,19:32:00,4,Male,Beauty,1,50,50
1221,14-09-2023,22:57:00,5,Male,Beauty,2,300,600
1341,30-01-2023,22:10:00,1,Male,Clothing,4,50,200
1640,10-06-2023,19:44:00,5,Female,Electronics,4,30,120
1744,07-07-2023,21:49:00,4,Male,Electronics,1,25,25
273,26-09-2023,20:24:00,1,Female,Beauty,1,50,50
283,01-06-2023,20:08:00,3,Female,Electronics,1,500,500
452,30-01-2023,22:41:00,4,Female,Clothing,3,500,1500
469,21-03-2023,19:24:00,4,Male,Beauty,3,25,75
620,06-11-2023,20:59:00,4,Male,Electronics,3,25,75
946,08-08-2023,20:15:00,2,Male,Electronics,4,500,2000
1273,20-06-2023,20:39:00,1,Female,Beauty,1,50,50
1283,14-10-2023,20:15:00,1,Female,Electronics,1,500,500
1452,06-08-2023,17:41:00,3,Female,Clothing,3,500,1500
1469,08-12-2023,17:22:00,3,Male,Beauty,3,25,75
1620,03-02-2023,22:48:00,5,Male,Electronics,3,25,75
1946,27-07-2023,20:48:00,5,Male,Electronics,4,500,2000
148,03-07-2023,20:39:00,5,Male,Clothing,2,30,60
414,10-05-2023,19:40:00,1,Male,Beauty,4,25,100
883,20-08-2023,20:43:00,5,Male,Electronics,1,500,500
1148,11-08-2023,22:04:00,2,Male,Clothing,2,30,60
1414,22-11-2023,21:28:00,4,Male,Beauty,4,25,100
1883,20-09-2023,17:54:00,3,Male,Electronics,1,500,500
731,30-09-2023,18:49:00,1,Male,Clothing,4,500,2000
930,12-01-2023,17:54:00,1,Male,Clothing,4,50,200
1731,19-12-2023,17:41:00,3,Male,Clothing,4,500,2000
1930,21-12-2023,19:58:00,5,Male,Clothing,4,50,200
518,31-07-2023,17:01:00,2,Female,Clothing,1,30,30
1518,18-05-2023,20:03:00,3,Female,Clothing,1,30,30
758,23-04-2023,18:30:00,1,Male,Clothing,4,25,100
1758,22-07-2023,18:19:00,3,Male,Clothing,4,25,100
639,01-08-2023,19:47:00,4,Female,Beauty,4,50,200
838,30-09-2023,21:20:00,1,Male,Electronics,2,300,600
1639,20-12-2023,18:13:00,5,Female,Beauty,4,50,200
1838,28-06-2023,17:06:00,4,Male,Electronics,2,300,600
353,18-03-2023,21:35:00,5,Male,Electronics,1,500,500
501,28-06-2023,20:21:00,2,Male,Electronics,2,30,60
721,23-06-2023,17:10:00,5,Female,Clothing,1,500,500
1353,04-09-2023,21:59:00,3,Male,Electronics,1,500,500
1501,31-01-2023,18:00:00,1,Male,Electronics,2,30,60
1721,21-01-2023,22:42:00,3,Female,Clothing,1,500,500
123,11-08-2023,19:00:00,3,Female,Electronics,2,30,60
164,28-02-2023,18:26:00,3,Female,Beauty,3,500,1500
425,11-06-2023,18:28:00,2,Female,Electronics,4,30,120
1123,11-12-2023,21:04:00,1,Female,Electronics,2,30,60
1164,07-04-2023,20:53:00,1,Female,Beauty,3,500,1500
1425,02-12-2023,22:15:00,1,Female,Electronics,4,30,120
48,06-10-2023,17:34:00,2,Male,Electronics,3,300,900
118,13-03-2023,20:07:00,3,Female,Electronics,4,500,2000
203,12-03-2023,21:33:00,4,Male,Clothing,2,500,1000
305,22-03-2023,22:09:00,4,Female,Beauty,1,30,30
358,12-10-2023,18:32:00,4,Female,Beauty,1,300,300
376,29-01-2023,18:21:00,4,Female,Beauty,1,30,30
398,23-02-2023,21:17:00,5,Female,Clothing,2,300,600
411,25-07-2023,20:04:00,3,Male,Electronics,4,50,200
504,31-03-2023,18:07:00,4,Female,Beauty,3,50,150
970,25-05-2023,18:13:00,2,Male,Electronics,4,500,2000
996,03-07-2023,17:38:00,2,Male,Clothing,1,50,50
1048,12-07-2023,19:14:00,3,Male,Electronics,3,300,900
1118,13-10-2023,17:24:00,1,Female,Electronics,4,500,2000
1203,26-11-2023,18:36:00,2,Male,Clothing,2,500,1000
1305,05-04-2023,18:24:00,5,Female,Beauty,1,30,30
1358,04-05-2023,21:40:00,5,Female,Beauty,1,300,300
1376,15-07-2023,19:49:00,3,Female,Beauty,1,30,30
1398,19-07-2023,17:20:00,1,Female,Clothing,2,300,600
1411,24-11-2023,20:27:00,1,Male,Electronics,4,50,200
1504,25-01-2023,17:01:00,4,Female,Beauty,3,50,150
1970,22-05-2023,17:44:00,5,Male,Electronics,4,500,2000
1996,07-12-2023,18:49:00,2,Male,Clothing,1,50,50
81,07-06-2023,22:48:00,4,Male,Electronics,1,50,50
155,18-07-2023,18:05:00,3,Male,Electronics,4,500,2000
470,26-12-2023,18:58:00,4,Female,Clothing,2,500,1000
1081,27-06-2023,22:23:00,5,Male,Electronics,1,50,50
1155,03-12-2023,18:22:00,3,Male,Electronics,4,500,2000
1470,26-06-2023,19:47:00,1,Female,Clothing,2,500,1000
106,17-05-2023,18:58:00,1,Female,Clothing,1,50,50
818,29-05-2023,18:56:00,4,Male,Electronics,1,500,500
1106,12-08-2023,17:50:00,3,Female,Clothing,1,50,50
1818,20-09-2023,17:29:00,4,Male,Electronics,1,500,500
94,13-03-2023,22:39:00,5,Female,Beauty,2,500,1000
811,15-04-2023,18:34:00,2,Male,Beauty,2,25,50
881,21-12-2023,20:52:00,4,Male,Electronics,1,300,300
1094,15-06-2023,20:34:00,1,Female,Beauty,2,500,1000
1811,09-12-2023,21:58:00,5,Male,Beauty,2,25,50
1881,11-07-2023,17:23:00,5,Male,Electronics,1,300,300
403,22-04-2023,19:31:00,5,Male,Clothing,2,300,600
653,25-11-2023,22:53:00,3,Male,Clothing,3,25,75
694,30-06-2023,17:47:00,3,Female,Electronics,2,25,50
1403,25-03-2023,18:20:00,4,Male,Clothing,2,300,600
1653,23-07-2023,19:34:00,2,Male,Clothing,3,25,75
1694,10-01-2023,19:22:00,4,Female,Electronics,2,25,50
4,27-08-2023,18:12:00,3,Male,Clothing,1,500,500
647,01-03-2023,19:53:00,5,Male,Clothing,3,500,1500
911,15-07-2023,17:29:00,3,Male,Electronics,3,300,900
1004,11-01-2023,21:46:00,2,Male,Clothing,1,500,500
1647,01-05-2023,20:26:00,5,Male,Clothing,3,500,1500
1911,13-12-2023,18:33:00,4,Male,Electronics,3,300,900
419,31-03-2023,19:18:00,5,Female,Clothing,3,30,90
642,04-05-2023,21:40:00,1,Female,Clothing,4,25,100
843,25-01-2023,22:46:00,3,Male,Beauty,3,500,1500
895,31-08-2023,21:51:00,3,Female,Clothing,4,30,120
1419,05-02-2023,18:42:00,3,Female,Clothing,3,30,90
1642,27-12-2023,18:30:00,4,Female,Clothing,4,25,100
1843,21-09-2023,18:58:00,1,Male,Beauty,3,500,1500
1895,27-03-2023,20:59:00,4,Female,Clothing,4,30,120
31,31-12-2023,17:47:00,3,Male,Electronics,4,300,1200
37,26-05-2023,22:42:00,2,Female,Beauty,3,25,75
72,06-12-2023,19:19:00,5,Female,Electronics,4,500,2000
243,24-06-2023,18:02:00,5,Female,Electronics,3,300,900
281,18-09-2023,20:09:00,4,Female,Beauty,4,500,2000
489,31-10-2023,22:01:00,1,Male,Electronics,1,30,30
491,30-12-2023,21:11:00,4,Female,Electronics,3,300,900
729,26-08-2023,22:29:00,3,Male,Clothing,4,300,1200
822,16-02-2023,17:39:00,3,Female,Beauty,3,50,150
1031,12-11-2023,21:15:00,3,Male,Electronics,4,300,1200
1037,17-10-2023,17:38:00,2,Female,Beauty,3,25,75
1072,24-02-2023,18:10:00,4,Female,Electronics,4,500,2000
1243,08-12-2023,17:11:00,4,Female,Electronics,3,300,900
1281,14-03-2023,19:34:00,4,Female,Beauty,4,500,2000
1489,28-04-2023,18:30:00,2,Male,Electronics,1,30,30
1491,26-05-2023,22:14:00,107,Female,Electronics,3,300,900
1729,22-11-2023,18:55:00,82,Male,Clothing,4,300,1200
1822,09-09-2023,17:15:00,15,Female,Beauty,3,50,150
840,01-07-2023,18:59:00,60,Male,Clothing,2,25,50
1840,12-05-2023,20:22:00,138,Male,Clothing,2,25,50
404,13-02-2023,19:55:00,59,Male,Electronics,2,500,1000
899,22-05-2023,21:34:00,147,Male,Clothing,2,300,600
990,29-03-2023,21:45:00,68,Female,Beauty,2,500,1000
1404,20-08-2023,18:15:00,155,Male,Electronics,2,500,1000
1899,03-05-2023,21:03:00,51,Male,Clothing,2,300,600
1990,22-11-2023,17:02:00,48,Female,Beauty,2,500,1000
382,14-07-2023,21:20:00,29,Female,Clothing,2,500,1000
578,05-12-2023,22:42:00,68,Female,Clothing,4,30,120
923,10-06-2023,17:20:00,62,Male,Beauty,3,300,900
1382,20-05-2023,18:13:00,139,Female,Clothing,2,500,1000
1578,20-11-2023,18:43:00,66,Female,Clothing,4,30,120
1923,03-04-2022,17:38:00,74,Male,Beauty,3,300,900
307,11-11-2022,22:54:00,32,Female,Electronics,2,25,50
561,29-07-2022,17:04:00,34,Female,Clothing,4,500,2000
651,28-09-2023,21:02:00,30,Male,Clothing,3,50,150
1307,29-01-2022,22:11:00,68,Female,Electronics,2,25,50
1561,17-09-2023,19:38:00,16,Female,Clothing,4,500,2000
1651,04-12-2022,21:29:00,155,Male,Clothing,3,50,150
988,05-08-2022,18:41:00,85,Female,Clothing,3,25,75
1988,30-11-2023,18:47:00,144,Female,Clothing,3,25,75
67,19-08-2023,20:19:00,119,Female,Beauty,4,300,1200
1067,03-10-2023,17:01:00,105,Female,Beauty,4,300,1200
915,11-10-2023,19:06:00,95,Female,Beauty,3,30,90
985,13-06-2023,22:33:00,113,Female,Electronics,2,25,50
1915,10-07-2023,22:50:00,53,Female,Beauty,3,30,90
1985,31-03-2023,20:15:00,113,Female,Electronics,2,25,50
56,27-12-2022,19:37:00,97,Female,Clothing,3,300,900
159,10-11-2022,21:30:00,42,Male,Clothing,4,50,200
862,11-12-2022,21:37:00,29,Male,Electronics,4,300,1200
1056,17-04-2022,19:46:00,54,Female,Clothing,3,300,900
1159,02-04-2023,18:08:00,41,Male,Clothing,4,50,200
1862,06-02-2022,22:50:00,64,Male,Electronics,4,300,1200
315,03-07-2023,18:53:00,122,Male,Clothing,2,30,60
545,19-12-2023,17:18:00,61,Male,Clothing,2,25,50
902,14-02-2022,17:16:00,108,Female,Beauty,1,50,50
1315,31-08-2022,20:52:00,14,Male,Clothing,2,30,60
1545,15-07-2023,18:21:00,16,Male,Clothing,2,25,50
1902,21-12-2022,17:12:00,97,Female,Beauty,1,50,50
170,21-09-2023,20:46:00,125,Female,Clothing,2,25,50
685,04-07-2023,22:15:00,90,Male,Electronics,2,25,50
958,01-01-2022,21:14:00,116,Male,Electronics,2,25,50
1170,06-01-2023,17:13:00,96,Female,Clothing,2,25,50
1685,20-04-2022,20:32:00,76,Male,Electronics,2,25,50
1958,27-11-2022,19:19:00,125,Male,Electronics,2,25,50
363,23-05-2022,22:51:00,92,Male,Beauty,1,25,25
394,19-08-2022,19:27:00,105,Female,Clothing,1,500,500
537,01-10-2023,18:07:00,98,Female,Beauty,1,500,500
1363,04-07-2023,20:27:00,33,Male,Beauty,1,25,25
1394,17-04-2022,20:06:00,14,Female,Clothing,1,500,500
1537,29-11-2022,17:57:00,116,Female,Beauty,1,500,500
387,26-01-2023,21:58:00,118,Male,Beauty,1,30,30
556,05-02-2022,17:37:00,42,Female,Electronics,1,50,50
782,13-04-2022,21:51:00,71,Male,Clothing,3,300,900
906,19-07-2022,17:55:00,6,Female,Clothing,1,50,50
1387,26-07-2022,17:48:00,37,Male,Beauty,1,30,30
1556,17-05-2023,19:13:00,35,Female,Electronics,1,50,50
1782,07-04-2023,20:23:00,116,Male,Clothing,3,300,900
1906,01-10-2022,20:10:00,58,Female,Clothing,1,50,50
560,23-10-2023,22:51:00,7,Female,Electronics,1,50,50
944,23-08-2022,20:22:00,136,Male,Clothing,2,25,50
